100,100,100,100,100,100,99,98,97,96,95,95,92,90,84,83,82,79,77,74,73,69,67,64,63,60,58,57,56,54,52,51,49,47,45,44,42,42,41,40,39,37,36,35,33,31,30,28,26,25,23,22,21,20,20,19,18,18,17,15,15,14,13,12,12,11,11,9,9,7,6,6,5,4,4,3,2,2,1

100,100,100,100,100,99,97,95,93,92,90,89,88,85,84,82,80,77,75,72,70,67,65,62,60,58,56,54,53,51,49,47,45,43,42,40,39,38,36,35,34,32,31,30,28,27,26,24,23,22,20,19,18,17,17,16,15,15,14,13,13,12,11,11,10,9,9,8,7,6,5,5,4,3,3,2,1,1,0

100,100,99,99,98,97,96,95,95,93,92,91,89,87,83,81,79,76,73,71,69,66,63,61,59,57,54,52,51,49,47,45,43,41,39,38,36,35,33,32,30,29,28,26,25,24,23,22,20,19,18,17,16,15,15,14,13,13,12,12,11,11,10,9,9,8,8,7,6,5,4,4,3,3,2,2,1,1,0

100,99,99,98,97,96,95,94,94,93,92,90,89,86,83,80,78,75,72,70,68,65,62,60,58,56,53,51,50,47,46,43,41,39,38,36,35,33,31,29,28,27,25,24,23,22,21,20,19,18,17,16,15,14,14,13,12,12,11,11,10,10,9,8,8,7,7,6,5,5,4,4,3,2,2,1,1,0,0

100,99,99,98,97,96,95,94,93,92,91,90,88,86,82,79,77,74,72,69,67,64,62,59,57,55,52,50,49,46,45,42,40,38,36,35,33,32,30,28,26,25,24,22,22,20,19,18,18,16,16,15,14,13,13,12,11,11,10,10,9,9,8,7,7,7,6,6,5,5,4,4,3,2,2,1,1,0,0

100,99,98,98,97,96,95,94,93,92,91,90,88,85,82,79,76,74,71,68,66,63,61,58,56,54,51,49,47,45,43,41,39,37,35,33,32,30,27,25,24,23,21,20,19,18,17,16,16,15,14,13,13,12,11,11,10,10,9,9,8,8,7,6,6,6,5,5,4,4,3,3,2,2,1,1,1,0,0

100,99,98,97,96,95,94,93,92,90,89,88,86,85,82,78,75,73,70,67,65,62,60,57,55,53,50,48,46,44,42,39,37,35,33,31,30,28,26,23,22,21,19,18,18,17,16,15,15,13,13,12,12,11,10,10,9,9,8,8,7,7,6,5,5,6,4,5,4,4,3,3,2,2,1,1,1,0,0

100,98,97,95,94,93,92,91,91,89,88,86,85,83,81,77,74,72,68,66,63,61,58,56,53,52,48,46,44,41,40,37,35,33,31,28,28,25,22,20,18,17,16,14,14,13,12,11,12,11,11,10,10,9,8,8,7,7,6,7,5,6,5,3,4,4,3,4,2,3,2,2,1,1,0,0,0,0,0

100,98,97,95,94,93,92,91,90,89,88,86,85,83,81,76,73,71,68,65,62,60,58,55,52,51,48,46,43,40,39,36,34,32,30,27,27,24,21,19,17,16,15,13,13,12,11,11,12,10,10,9,10,9,7,8,7,7,6,6,5,5,4,3,3,4,2,3,2,3,2,2,1,1,0,0,0,0,0

93,91,90,88,86,84,82,80,78,76,74,72,70,67,64,62,59,57,54,51,49,46,44,41,39,37,34,32,29,27,25,22,20,18,15,13,11,10,9,9,8,8,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0

93,91,89,87,85,83,81,79,77,75,73,71,69,66,64,61,58,56,53,51,48,46,43,41,38,36,33,31,29,26,24,21,19,17,14,12,10,9,9,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0

93,91,89,87,85,83,81,79,77,75,73,71,68,66,63,60,58,55,53,50,48,45,43,40,38,35,33,30,28,26,23,21,19,16,14,11,9,9,8,7,7,7,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0

93,91,89,87,85,83,81,79,77,75,72,70,68,65,63,60,57,55,52,50,47,45,42,40,37,35,32,30,28,25,23,20,18,16,13,11,9,8,8,7,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0

93,91,88,87,84,82,80,78,76,74,72,70,67,65,62,59,57,54,52,49,47,44,42,39,37,34,32,29,27,24,22,20,17,15,13,10,8,7,7,6,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0

93,90,88,86,84,82,80,78,76,74,71,69,67,64,62,59,56,54,51,49,46,44,41,39,36,34,31,29,26,24,22,19,17,14,12,10,8,7,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0

92,90,88,86,84,81,80,78,75,73,71,69,66,64,61,58,56,53,51,48,46,43,41,38,36,33,31,28,26,23,21,18,16,14,11,9,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0

92,90,88,86,83,81,79,77,75,73,70,68,66,63,61,58,55,53,50,48,45,43,40,38,35,33,30,28,25,23,20,18,15,13,11,8,6,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0

90,88,85,83,80,78,75,73,70,68,65,63,60,58,55,53,50,48,45,43,40,38,35,33,30,28,25,23,20,18,15,13,10,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0