100,100,100,100,100,100,98.66666667,97.66666667,97.16666667,96.44444444,95.44444444,94.72222222,92.44444444,89.66666667,84.33333333,83.16666667,82.22222222,78.94444444,76.72222222,74.22222222,72.5,69.22222222,66.72222222,64.22222222,62.5,60.22222222,58,56.77777778,55.55555556,53.83333333,51.55555556,50.61111111,48.61111111,46.61111111,45.38888889,44.16666667,42.38888889,41.94444444,41,39.77777778,39.05555556,37.27777778,35.77777778,35.05555556,33,31.22222222,30.22222222,28.44444444,26.11111111,25.38888889,23.33333333,22.33333333,20.77777778,19.77777778,20.33333333,18.77777778,17.77777778,17.77777778,16.77777778,15.22222222,15,14.22222222,13.22222222,12,12.22222222,10.66666667,11.22222222,8.888888889,8.666666667,7.111111111,6.111111111,6.111111111,5.111111111,3.555555556,4.111111111,2.555555556,2,1.555555556,1,0
100,100,100,100,100,98.5,96.5,94.5,93,91.5,89.5,88.5,87.5,85,83.5,81.5,80,77,74.5,72,70,67,64.5,62,60,58,55.5,54,52.5,50.5,48.5,47,45,43,41.5,40,38.5,37.5,36,34.5,33.5,32,30.5,29.5,28,26.5,25.5,24,22.5,21.5,20,19,18,17,17,16,15,15,14,13,13,12,11,11,10,9,9,7.5,7,6,5,5,4,3,3,2,1,1,0,0
100,99.68888889,99.37777778,99.06666667,98.06666667,97.06666667,96.06666667,95.06666667,94.56666667,93.41111111,92.41111111,91.25555556,89.41111111,87.06666667,83.03333333,80.56666667,78.75555556,75.91111111,73.25555556,70.75555556,68.6,65.75555556,63.25555556,60.75555556,58.6,56.75555556,54.1,52.44444444,50.78888889,48.63333333,46.78888889,44.97777778,42.97777778,40.97777778,39.32222222,37.66666667,36.32222222,35.01111111,33.2,31.54444444,30.38888889,29.04444444,27.54444444,26.38888889,25.2,23.85555556,22.85555556,21.51111111,20.47777778,19.32222222,18.13333333,17.13333333,16.44444444,15.44444444,15.13333333,14.44444444,13.44444444,13.44444444,12.44444444,11.75555556,11.44444444,10.75555556,9.755555556,9.444444444,8.755555556,8.066666667,7.755555556,6.722222222,6.066666667,5.377777778,4.377777778,4.377777778,3.377777778,2.688888889,2.377777778,1.688888889,1,0.688888889,0,0
100,99.45555556,98.91111111,98.36666667,97.36666667,96.36666667,95.36666667,94.36666667,93.86666667,92.59444444,91.59444444,90.32222222,88.59444444,86.36666667,82.68333333,79.86666667,77.82222222,75.09444444,72.32222222,69.82222222,67.55,64.82222222,62.32222222,59.82222222,57.55,55.82222222,53.05,51.27777778,49.50555556,47.23333333,45.50555556,43.46111111,41.46111111,39.46111111,37.68888889,35.91666667,34.68888889,33.14444444,31.1,29.32777778,28.05555556,26.82777778,25.32777778,24.05555556,23.1,21.87222222,20.87222222,19.64444444,18.96111111,17.68888889,16.73333333,15.73333333,15.27777778,14.27777778,13.73333333,13.27777778,12.27777778,12.27777778,11.27777778,10.82222222,10.27777778,9.822222222,8.822222222,8.277777778,7.822222222,7.366666667,6.822222222,6.138888889,5.366666667,4.911111111,3.911111111,3.911111111,2.911111111,2.455555556,1.911111111,1.455555556,1,0.455555556,0,0
100,99.27777778,98.55555556,97.83333333,96.83333333,95.83333333,94.83333333,93.83333333,93.33333333,91.97222222,90.97222222,89.61111111,87.97222222,85.83333333,82.41666667,79.33333333,77.11111111,74.47222222,71.61111111,69.11111111,66.75,64.11111111,61.61111111,59.11111111,56.75,55.11111111,52.25,50.38888889,48.52777778,46.16666667,44.52777778,42.30555556,40.30555556,38.30555556,36.44444444,34.58333333,33.44444444,31.72222222,29.5,27.63888889,26.27777778,25.13888889,23.63888889,22.27777778,21.5,20.36111111,19.36111111,18.22222222,17.80555556,16.44444444,15.66666667,14.66666667,14.38888889,13.38888889,12.66666667,12.38888889,11.38888889,11.38888889,10.38888889,10.11111111,9.388888889,9.111111111,8.111111111,7.388888889,7.111111111,6.833333333,6.111111111,5.694444444,4.833333333,4.555555556,3.555555556,3.555555556,2.555555556,2.277777778,1.555555556,1.277777778,1,0.277777778,0,0
100,99,98,98,97,95.5,95,94,93,92,90.5,89.5,87.5,85,82,78.5,76,73.5,70.5,68,65.5,63,60.5,58,55.5,54,51,49,47,44.5,43,40.5,38.5,36.5,34.5,32.5,31.5,29.5,27,25,23.5,22.5,21,19.5,19,18,17,16,16,14.5,14,13,13,12,11,11,10,10,9,9,8,8,7,6,6,6,5,5,4,4,3,3,2,2,1,1,1,0,0,0
100,98.83888889,97.67777778,96.51666667,95.51666667,94.51666667,93.51666667,92.51666667,92.01666667,90.43611111,89.43611111,87.85555556,86.43611111,84.51666667,81.75833333,78.01666667,75.35555556,72.93611111,69.85555556,67.35555556,64.775,62.35555556,59.85555556,57.35555556,54.775,53.35555556,50.275,48.19444444,46.11388889,43.53333333,42.11388889,39.45277778,37.45277778,35.45277778,33.37222222,31.29166667,30.37222222,28.21111111,25.55,23.46944444,21.88888889,20.96944444,19.46944444,17.88888889,17.55,16.63055556,15.63055556,14.71111111,14.95277778,13.37222222,13.03333333,12.03333333,12.19444444,11.19444444,10.03333333,10.19444444,9.194444444,9.194444444,8.194444444,8.355555556,7.194444444,7.355555556,6.355555556,5.194444444,5.355555556,5.516666667,4.355555556,4.597222222,3.516666667,3.677777778,2.677777778,2.677777778,1.677777778,1.838888889,0.677777778,0.838888889,1,0,0,0
100,98.43333333,96.86666667,95.3,94.3,93.3,92.3,91.3,90.8,89.01666667,88.01666667,86.23333333,85.01666667,83.3,81.15,76.8,73.73333333,71.51666667,68.23333333,65.73333333,62.95,60.73333333,58.23333333,55.73333333,52.95,51.73333333,48.45,46.16666667,43.88333333,41.1,39.88333333,36.81666667,34.81666667,32.81666667,30.53333333,28.25,27.53333333,24.96666667,21.9,19.61666667,17.83333333,17.11666667,15.61666667,13.83333333,13.9,13.18333333,12.18333333,11.46666667,12.31666667,10.53333333,10.6,9.6,10.16666667,9.166666667,7.6,8.166666667,7.166666667,7.166666667,6.166666667,6.733333333,5.166666667,5.733333333,4.733333333,3.166666667,3.733333333,4.3,2.733333333,3.583333333,2.3,2.866666667,1.866666667,1.866666667,0.866666667,1.433333333,0,0,0,0,0,0
100,98.32222222,96.64444444,94.96666667,93.96666667,92.96666667,91.96666667,90.96666667,90.46666667,88.62777778,87.62777778,85.78888889,84.62777778,82.96666667,80.98333333,76.46666667,73.28888889,71.12777778,67.78888889,65.28888889,62.45,60.28888889,57.78888889,55.28888889,52.45,51.28888889,47.95,45.61111111,43.27222222,40.43333333,39.27222222,36.09444444,34.09444444,32.09444444,29.75555556,27.41666667,26.75555556,24.07777778,20.9,18.56111111,16.72222222,16.06111111,14.56111111,12.72222222,12.9,12.23888889,11.23888889,10.57777778,11.59444444,9.755555556,9.933333333,8.933333333,9.611111111,8.611111111,6.933333333,7.611111111,6.611111111,6.611111111,5.611111111,6.288888889,4.611111111,5.288888889,4.288888889,2.611111111,3.288888889,3.966666667,2.288888889,3.305555556,1.966666667,2.644444444,1.644444444,1.644444444,0.644444444,1.322222222,0,0,0,0,0,0
100,98.14285714,96.28571429,94.42857143,93.42857143,92.42857143,91.42857143,90.42857143,89.92857143,88,87,85.07142857,84,82.42857143,80.71428571,75.92857143,72.57142857,70.5,67.07142857,64.57142857,61.64285714,59.57142857,57.07142857,54.57142857,51.64285714,50.57142857,47.14285714,44.71428571,42.28571429,39.35714286,38.28571429,34.92857143,32.92857143,30.92857143,28.5,26.07142857,25.5,22.64285714,19.28571429,16.85714286,14.92857143,14.35714286,12.85714286,10.92857143,11.28571429,10.71428571,9.714285714,10,10.42857143,8.5,8.857142857,9,8.714285714,7.714285714,8,6.714285714,7,7,6,5.571428571,5,4.571428571,3.571428571,4,2.571428571,3.428571429,1.571428571,2,2,2.285714286,1.285714286,1.285714286,1,1.142857143,0,0,0,0,0,0
100,98.08333333,96.16666667,94.25,93.25,92.25,91.25,90.25,89.75,87.79166667,86.79166667,84.83333333,83.79166667,82.25,80.625,75.75,72.33333333,70.29166667,66.83333333,64.33333333,61.375,59.33333333,56.83333333,54.33333333,51.375,50.33333333,46.875,44.41666667,41.95833333,39,37.95833333,34.54166667,32.54166667,30.54166667,28.08333333,25.625,25.08333333,22.16666667,18.75,16.29166667,14.33333333,13.79166667,12.29166667,10.33333333,10.75,10.20833333,10,10,10.04166667,9,8.5,7.5,8.416666667,7.416666667,5.5,6.416666667,5.416666667,5.416666667,5,5.333333333,4,4.333333333,4,3,3,3.25,2,2,2,2.166666667,1.166666667,1.166666667,1,1.083333333,0,0,0,0,0,0
100,98.03703704,96.07407407,94.11111111,93.11111111,92.11111111,91.11111111,90.11111111,89.61111111,87.62962963,86.62962963,84.64814815,83.62962963,82.11111111,80.55555556,75.61111111,72.14814815,70.12962963,66.64814815,64.14814815,61.16666667,59.14814815,56.64814815,54.14814815,51.16666667,50.14814815,46.66666667,44.18518519,41.7037037,38.72222222,37.7037037,34.24074074,32.24074074,30.24074074,27.75925926,25.27777778,24.75925926,21.7962963,18.33333333,15.85185185,13.87037037,13.35185185,11.85185185,9.87037037,10.33333333,9.814814815,10,10,9.740740741,7.759259259,8.222222222,7.222222222,7,7.185185185,6,6.185185185,5.185185185,5.185185185,5,5.148148148,4,4.148148148,4,3,3,3.111111111,2,2,2,2.074074074,1.074074074,1.074074074,1,0,0,0,0,0,0,0
100,98,96,94,93,92,91,90,89.5,87.5,86.5,84.5,83.5,82,80.5,75.5,72,70,66.5,64,61,59,56.5,54,51,50,46.5,44,41.5,38.5,37.5,34,32,30,27.5,25,24.5,21.5,18,15.5,13.5,13,11.5,9.5,10,9.5,8.5,8,8,7.5,8,7,7,7,6,6,5,5,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0
100,97.94444444,95.88888889,93.83333333,92.83333333,91.83333333,90.83333333,89.83333333,89.33333333,87.30555556,86.30555556,84.27777778,83.30555556,81.83333333,80.41666667,75.33333333,71.77777778,69.80555556,66.27777778,63.77777778,60.75,58.77777778,56.27777778,53.77777778,50.75,49.77777778,46.25,43.72222222,41.19444444,38.16666667,37.19444444,33.63888889,31.63888889,29.63888889,27.11111111,24.58333333,24.11111111,21.05555556,17.5,14.97222222,12.94444444,12.47222222,10.97222222,10,9.5,9.027777778,8.027777778,7.555555556,8,7.111111111,7,6.666666667,7,6.722222222,6,5.722222222,4.722222222,4.722222222,3.722222222,4,2.722222222,3,2.777777778,2,1.777777778,2,0.777777778,1,1,1,0.888888889,0.888888889,0,0,0,0,0,0,0,0
100,97.9047619,95.80952381,93.71428571,92.71428571,91.71428571,90.71428571,89.71428571,89.21428571,87.16666667,86.16666667,84.11904762,83.16666667,81.71428571,80.35714286,75.21428571,71.61904762,69.66666667,66.11904762,63.61904762,60.57142857,58.61904762,56.11904762,53.61904762,50.57142857,49.61904762,46.07142857,43.52380952,40.97619048,37.92857143,36.97619048,33.38095238,31.38095238,29.38095238,26.83333333,24.28571429,23.83333333,20.73809524,17.14285714,14.5952381,12.54761905,12.0952381,10.5952381,8.547619048,9.142857143,8.69047619,7.69047619,8,8,6.833333333,7.428571429,7,6,6,6,5.523809524,4.523809524,4.523809524,3.523809524,4,2.523809524,3,2.619047619,2,1.619047619,2,0.619047619,1,1,1,0.80952381,0.80952381,0,0,0,0,0,0,0,0
100,97.85185185,95.7037037,93.55555556,92.55555556,91.55555556,90.55555556,89.55555556,89.05555556,86.98148148,85.98148148,83.90740741,82.98148148,81.55555556,80.27777778,75.05555556,71.40740741,69.48148148,65.90740741,63.40740741,60.33333333,58.40740741,55.90740741,53.40740741,50.33333333,49.40740741,45.83333333,43.25925926,40.68518519,37.61111111,36.68518519,33.03703704,31.03703704,29.03703704,26.46296296,23.88888889,23.46296296,20.31481481,16.66666667,14.09259259,12.01851852,11.59259259,10.09259259,9,8.666666667,8.240740741,8,8,8,7,7.111111111,7,6,6.259259259,6,5.259259259,4.259259259,4.259259259,3.259259259,3,3,3.407407407,2.407407407,2,1.407407407,1,1,1,0.555555556,1,0.703703704,0,0,0,0,0,0,0,0,0
100,97.8,95.6,93.4,92.4,91.4,90.4,89.4,88.9,86.8,85.8,83.7,82.8,81.4,80.2,74.9,71.2,69.3,65.7,63.2,60.1,58.2,55.7,53.2,50.1,49.2,45.6,43,40.4,37.3,36.4,32.7,30.7,28.7,26.1,23.5,23.1,19.9,16.2,13.6,11.5,11.1,9.6,7.5,8.2,7.8,6.8,7,7,6.1,6,5.8,6,6,5,5,4,4,3,3,2,3.2,2.2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
